disasterNumber,damagedCity,damagedStateAbbreviation,damagedZipCode,householdComposition,grossIncome,specialNeeds,ownRent,residenceType,homeOwnersInsurance,floodInsurance,inspected,rpfvl,habitabilityRepairsRequired,destroyed,waterLevel,highWaterLocation,floodDamage,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,sbaEligible,renterDamageLevel,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,primaryResidence,personalPropertyEligible,ppfvl,censusBlockId,id,censusYear
4337,ORLANDO,FL,32811.0,4,10000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,341.7,120950146011014.0,fd8cf857-75e1-456a-b7aa-d3e73b552843,2010.0
4337,ORLANDO,FL,32806.0,1,0.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120950137012006.0,8ba775c2-d9ad-4a43-9b08-2bc819c7179f,2010.0
4332,HUMBLE,TX,77338.0,6,59000.0,0,Owner,House/Duplex,1,1,1,53793.67,1.0,0,79.0,,1,0,,0,,1,0,1,1952.0,0,,0,,0,,,,,,1.0,0,5876.11,482012408021025.0,f2b3b622-dc58-4eb1-8d21-a540bfc0a669,2010.0
4332,ORANGE,TX,77630.0,2,6480.0,0,Owner,Travel Trailer,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,483610222002050.0,74baaa98-c8a0-4b44-90d9-b89d17e3d0fb,2010.0
4611,NEW ORLEANS,LA,70130.0,3,30000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,1,1061.0,0,,0,,0,,,,,,1.0,0,,220710141012000.0,4da9c46c-fe9e-4899-9f30-15d38ba5f73d,2020.0
4337,BONITA SPRINGS,FL,34134.0,3,22400.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120710506011022.0,82ededf8-d9e1-48f4-9a7d-871ea9323283,2010.0
4611,KENNER,LA,70065.0,2,75000.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,220510205112007.0,0642b17f-ae63-4481-a1ee-040095188bcd,2020.0
4337,ORMOND BEACH,FL,32174.0,3,26000.0,0,Owner,House/Duplex,0,0,1,499.5,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121270808033005.0,a4ef9208-c23a-415e-8829-9ec599ff591c,2010.0
4332,BAY CITY,TX,77414.0,4,50000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,483217303014034.0,562412e0-a1cd-4859-93f8-e5cb35de33a0,2010.0
4611,PONCHATOULA,LA,70454.0,1,60000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,221059548002019.0,ba67a077-2fa9-4b2e-b39e-3874a079cc9f,2020.0
4337,LAUDERHILL,FL,33319.0,5,,0,Owner,House/Duplex,1,0,1,1665.0,0.0,0,1.0,,1,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,341.7,120110601262006.0,0d7e6d7d-4924-45b5-8f7d-8f7f46239795,2010.0
4337,FANNING SPRINGS,FL,32693.0,1,16000.0,0,Renter,Mobile Home,0,0,1,,0.0,0,0.0,,0,0,,0,,1,1,0,,0,,0,,0,,,,,,1.0,0,0.0,120759703023041.0,dbbde8ae-28ca-4a1a-8018-b0a7cd04cc89,2010.0
4332,BAYTOWN,TX,77523.0,4,47300.0,0,Owner,House/Duplex,1,0,1,48597.43,1.0,0,37.0,,1,0,,0,,1,0,1,3642.0,1,33300.0,0,,1,,,,,,1.0,0,7288.76,480717102005011.0,88ed9553-7a90-4029-86e8-259a17183c96,2010.0
4337,WEST PALM BEACH,FL,33415.0,1,,0,Renter,Townhouse,0,0,0,,,0,,,0,0,,0,,1,0,1,1370.0,0,,0,,0,,,,,,1.0,0,,120990039023010.0,fee09210-4c1a-4074-b084-064b87e25cfd,2010.0
4337,ZOLFO SPRINGS,FL,33890.0,3,50000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,1,652.0,0,,0,,0,,,,,,1.0,0,,120499701013073.0,aafeff94-70da-47f6-bc09-0857ac660e71,2010.0
4611,METAIRIE,LA,70003.0,2,33980.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,220510302001052.0,edb133e7-88ff-4198-802b-47c3462294bd,2020.0
4559,CROWLEY,LA,70526.0,2,1300.0,0,Renter,Apartment,0,0,1,,1.0,0,0.0,,0,0,,0,,0,0,1,1450.0,0,,0,,0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1,999.91,220019609013004.0,84b1561d-8282-4049-b940-dd4b1b846d13,2020.0
4337,PLACIDA,FL,33946.0,2,5200000.0,0,Owner,Mobile Home,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120150305022090.0,cfde2da8-6a06-4f1f-8dc4-b59e68858148,2010.0
4393,LELAND,NC,28451.0,1,20000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,370190201031019.0,27b1d5ef-b51a-46a6-98ad-551d00ac84c4,2010.0
4611,MARRERO,LA,70072.0,1,50000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,220510269003008.0,cb79c32a-3bf7-4c38-bf46-dbfae4bac437,2020.0
4339,MANATI,PR,674.0,1,3660.0,0,Owner,Other,0,0,0,,,0,,,0,0,,0,,1,0,1,553.0,0,,0,,0,,,,,,1.0,0,,720915705002005.0,50ede2c9-53ed-4726-8fbb-255d8e22ab4d,2010.0
4337,MIAMI,FL,33169.0,3,22400.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,1,1295.0,0,,0,,0,,,,,,1.0,0,,120860095042039.0,cfbb1293-deb5-444c-8637-d2403c93ea7a,2010.0
4332,HOUSTON,TX,77094.0,1,40000.0,0,Renter,Apartment,0,0,1,,1.0,0,48.0,,1,0,,0,,1,0,1,1742.0,0,,0,,0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0,0.0,482014545013000.0,d47729ca-a586-4d5c-a3d2-b1084c962edc,2010.0
4337,ST. PETERSBURG,FL,33705.0,1,70000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,121030203014022.0,bc766507-e1ea-43b8-a930-1ef6dc6ed4cb,2010.0
4611,NEW ORLEANS,LA,70117.0,1,50400.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,1,1061.0,0,,0,,0,,,,,,1.0,0,0.0,220710008001011.0,4451f2e8-a869-4504-bb4d-cc9c5f84c74f,2020.0
4339,MANATI,PR,674.0,3,7488.0,0,Owner,House/Duplex,0,0,1,1460.16,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,1,225.0,720915706002025.0,b1d2047e-04f7-4d30-a8a8-3b6863b2b5e2,2010.0
4339,CIALES,PR,638.0,4,4980.0,0,Owner,House/Duplex,0,0,1,4064.12,1.0,0,0.0,,0,1,184.16,1,1228.8,1,0,1,864.0,1,4064.12,0,,0,,,,,,1.0,1,1771.78,720399558001002.0,58c0821b-752f-4cb8-a970-30fcd69a66bc,2010.0
4337,NAPLES,FL,34113.0,5,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,1,1195.0,0,,0,,0,,,,,,1.0,0,,120210108021002.0,550a9c5c-988c-44c0-af96-a3e49348d9f8,2010.0
4611,GRETNA,LA,70056.0,1,15600.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220510250052019.0,8b292826-f746-4623-bc97-b7e80f9fc7fe,2020.0
4586,GARLAND,TX,75043.0,4,1400.0,0,Renter,Townhouse,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481130181483008.0,ea3e3588-14ec-456d-b73c-2654281cbbf5,2020.0
4332,PORT ARTHUR,TX,77642.0,3,32000.0,0,Owner,House/Duplex,0,1,1,1129.02,0.0,0,5.0,,1,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482450055003021.0,836a14bc-fc7a-4503-9e9e-08c8fa22b38c,2010.0
4332,GROVES,TX,77619.0,1,5736.0,0,Owner,House/Duplex,1,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482450104002000.0,c89bfe84-a0ce-4693-b838-a140f27aca21,2010.0
4611,SLIDELL,LA,70461.0,1,48000.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,221030408072007.0,15dee679-84b7-40fd-b18d-a9411e052d00,2020.0
4337,JACKSONVILLE,FL,32218.0,1,17000.0,0,Renter,Apartment,0,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120310103031026.0,75a4f3a2-a3e0-4f3a-aa16-d70ab8d1750a,2010.0
4611,NEW ORLEANS,LA,70119.0,1,51103.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220710054003028.0,a34477a2-4100-4126-b055-5b103edaaf86,2020.0
4337,ZEPHYRHILLS,FL,33541.0,2,20000.0,0,Owner,Mobile Home,0,0,1,499.5,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121010329031003.0,663bd39a-7f4d-4286-963f-888eee61d749,2010.0
4337,ORLANDO,FL,32828.0,1,25000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,1,1002.0,0,,0,,0,,,,,,1.0,0,,120950167291013.0,1837689e-b77c-4ad2-9a0a-0ef0398e0913,2010.0
4337,SUNRISE,FL,33322.0,1,48000.0,0,Owner,Condo,0,0,1,499.5,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,341.7,120110602071015.0,cdc82413-4820-4094-bd8e-c6e6b65785c9,2010.0
4337,MIAMI,FL,33189.0,1,53000.0,0,Owner,Townhouse,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860106091002.0,35d2705e-3f8f-4007-a639-5240dc95eba3,2010.0
4559,VINTON,LA,70668.0,2,,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220190035001006.0,4bce182b-d837-4235-9944-d3056ff4d1a6,2020.0
4337,CAPE CORAL,FL,33990.0,1,,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,1,,,,,,1.0,0,,120710103044041.0,3402a5c3-a13b-4bd5-a718-1eefbc9031b3,2010.0
4339,CAROLINA,PR,985.0,2,22188.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,463.09,720310506003003.0,b688870e-6007-45e1-9789-43518cdb0b1f,2010.0
4337,PALM BAY,FL,32907.0,2,50000.0,0,Owner,House/Duplex,1,0,1,499.5,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120090713374005.0,158d16a4-5e8e-484f-a7f9-9bccd73dfc34,2010.0
4586,HOUSTON,TX,77022.0,6,,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,482015304001016.0,661cd09c-5341-42d2-bdd7-f77a311c2dba,2020.0
4611,LULING,LA,70070.0,3,100000.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220890628001003.0,b44e5582-ceb8-4a15-8051-08cce489cfa1,2020.0
4337,FORT PIERCE,FL,34946.0,2,12000.0,0,Owner,Mobile Home,0,0,1,499.5,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121113809012009.0,d0e2972d-ddc2-4529-b7ce-aeb74f643ed0,2010.0
4337,MARATHON,FL,33050.0,4,12000.0,0,Owner,Travel Trailer,1,0,1,0.0,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120879713003036.0,1b383a14-105b-472e-9ac7-469dccfec24f,2010.0
4337,TAMARAC,FL,33321.0,2,21000.0,1,Renter,Other,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120110204151008.0,da0bc2ea-da89-46ce-906c-a1973b89c2dd,2010.0
4611,SLIDELL,LA,70458.0,2,54000.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,221030408014010.0,543e7c68-a014-475b-89fb-8573f827a985,2020.0
4337,KISSIMMEE,FL,34758.0,2,30000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120970413001047.0,f9c0640f-ad38-4982-88d9-f30cf7c47ce5,2010.0
4337,LAUDERDALE LAKES,FL,33309.0,2,15000.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120110503012004.0,644c8436-2d2e-46cc-ae7b-d59fd966a016,2010.0
4332,HOUSTON,TX,77041.0,4,,0,Owner,House/Duplex,0,1,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,482015401001115.0,cb256f31-bc3b-4c74-87a0-47e077d4073a,2010.0
4337,MIAMI,FL,33169.0,1,1654588.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120860095012003.0,e1907575-c182-4181-b045-ad2af9273c60,2010.0
4332,SPRING,TX,77373.0,3,906500.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,229.95,482012410004009.0,598dd055-89c1-4e0d-b954-7a99a3b5687c,2010.0
4393,HUBERT,NC,28539.0,5,111372.0,0,Owner,House/Duplex,1,0,1,2589.98,1.0,0,0.0,,0,0,,1,49.2,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,371330028003000.0,6d981a3b-b139-4fbf-9a5d-323f579c88ee,2010.0
4337,PLANTATION,FL,33317.0,5,145000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120110610012008.0,9042b765-9b82-4995-8087-e89b561ec2ea,2010.0
4611,NEW ORLEANS,LA,70126.0,1,7200.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,300.0,220710017244015.0,bba1e81e-d33e-4daf-8a26-c060697affa7,2020.0
4337,LAUDERHILL,FL,33313.0,1,21000.0,0,Owner,House/Duplex,1,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120110603031007.0,e79f46f0-1209-465a-bab3-6bdf25d11c34,2010.0
4339,BAYAMON,PR,957.0,1,15000.0,0,Renter,Other,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720210311011019.0,d0f73334-3e7e-4889-acbe-534e75ebce57,2010.0
4399,PANAMA CITY,FL,32401.0,2,54000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120050016002011.0,0fe24b48-0c6b-4c50-86ea-a3289855bc8d,2010.0
4332,HOUSTON,TX,77070.0,2,16000.0,0,Owner,Mobile Home,1,0,1,163.92,0.0,0,0.0,,0,0,,1,14.56,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482015542003013.0,679a91a1-fc43-4df0-be9a-5dea75225b15,2010.0
4337,MIAMI,FL,33157.0,1,,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860083061019.0,8741403d-1042-4050-9dc7-548a6398c657,2010.0
4337,PLANTATION,FL,33313.0,2,47500.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,1,1307.0,0,,0,,0,,,,,,1.0,0,,120110605015022.0,d90ca778-6125-4d51-b81b-bc858a0a610b,2010.0
4559,MONROE,LA,71202.0,4,9444.0,0,Owner,House/Duplex,0,0,1,1560.97,,0,0.0,,0,0,,0,,0,0,0,,1,1560.97,0,,0,,,,,,1.0,1,172.25,220730110002003.0,7ad821c2-4a8a-4da4-8fb5-d114d93a338d,2020.0
4339,CANOVANAS,PR,729.0,1,42000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720291005031021.0,2b3288dd-010b-4f4b-9b97-63d474ce3bfc,2010.0
4337,RIVERVIEW,FL,33569.0,2,,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120570139082062.0,197e66f8-f362-4ead-a8cd-b8e9e5b8bfdb,2010.0
4337,HOLLYWOOD,FL,33021.0,6,,1,Owner,House/Duplex,1,0,1,1000.0,1.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120110909003003.0,3ef465fb-6781-4cb3-8966-d88a6c098afa,2010.0
4393,TRENTON,NC,28585.0,3,28968.0,0,Owner,Mobile Home,1,0,1,403.52,1.0,0,5.0,,1,0,,0,,0,0,0,,1,403.52,0,,0,,,,,,1.0,0,0.0,371039203002078.0,53a8e9a1-88d5-4285-8c15-aab8e5a570f8,2010.0
4339,QUEBRADILLAS,PR,678.0,4,5880.0,0,Owner,House/Duplex,0,1,1,92.08,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,229.95,721153302002009.0,fe9eac21-2d73-41e3-a8a1-a53d9ee3e347,2010.0
4337,DELTONA,FL,32725.0,4,25000.0,0,Owner,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121270910172006.0,041aab40-8dd7-4047-bc0c-55d776f65e97,2010.0
4586,HOUSTON,TX,77091.0,1,15000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,482015319003000.0,0d997489-fd8a-496b-85a6-1a9ea00aaecc,2020.0
4337,SEMINOLE,FL,33772.0,1,42000.0,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121030251212033.0,75cd233f-3561-4401-b221-92b2eb5812bd,2010.0
4332,HOUSTON,TX,77009.0,5,2200.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,1,1471.37,482012105003038.0,c4cf44ec-2cfe-4dba-ac71-16ad276647de,2010.0
4337,TAMARAC,FL,33321.0,1,,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120110204112020.0,d167fe99-b085-4eb4-aff5-48b6c9f282ac,2010.0
4332,HOUSTON,TX,77060.0,6,49400.0,0,Renter,Apartment,0,0,1,,1.0,0,13.0,,1,0,,0,,0,0,1,1594.0,0,,0,,0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0,6135.96,482012405012001.0,24196c42-c10f-4d88-a8e3-c1c3c65879bb,2010.0
4339,TOA ALTA,PR,953.0,1,18000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,721355102004018.0,5c4dae6b-f81f-4f7f-a123-20614c627034,2010.0
4339,JUANA DIAZ,PR,795.0,2,30000.0,0,Owner,Townhouse,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720757103011005.0,a92ea634-d04b-4a29-a35e-e3ad27c36f1c,2010.0
4339,SAN JUAN,PR,921.0,4,3000.0,0,Renter,Apartment,0,0,1,,1.0,0,0.0,,0,0,,0,,1,0,1,1106.0,0,,0,,0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1,1556.14,721270082013004.0,b5ef43cb-7aee-4185-b18c-9a4963da9cfc,2010.0
4339,NARANJITO,PR,719.0,4,21840.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,721055203001017.0,de4b0112-8a71-4fd5-ab5d-4cf7b8570e63,2010.0
4611,NEW ROADS,LA,70760.0,1,,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220779519002004.0,74e12fbe-2370-4a14-b7eb-675457f673c3,2020.0
4332,TEXAS CITY,TX,77590.0,4,35000.0,0,Owner,House/Duplex,1,0,1,41.88,0.0,0,0.0,,0,0,,1,19.76,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,481677220013031.0,583ccdf3-0da9-46f8-83c3-46e61bb6da8b,2010.0
4339,CAROLINA,PR,987.0,5,,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,1,553.0,0,,0,,0,,,,,,1.0,0,,720310502422000.0,7cc7b5db-c5b1-441b-bf85-62f09704d11c,2010.0
4339,CAROLINA,PR,983.0,1,7200.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720310502413009.0,b057b908-b95d-4b05-ace9-254d4aea5180,2010.0
4337,CASSELBERRY,FL,32707.0,4,50000.0,0,Owner,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121170221043006.0,8fa1cd49-96de-464e-b43e-604198db8e05,2010.0
4332,CLUTE,TX,77531.0,1,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,480396638001010.0,4777d27e-b462-4ff5-9466-f5ba5f435e91,2010.0
4332,HOUSTON,TX,77076.0,1,28600.0,0,Renter,House/Duplex,0,0,1,,0.0,0,5.0,,1,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,5707.99,482015307001024.0,11ad9c67-9e49-43c1-9759-492260faba86,2010.0
4337,ALTAMONTE SPRINGS,FL,32714.0,1,17000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,121170217053009.0,4a1e6ec7-8d84-4615-9153-c64fe228ba40,2010.0
4332,SUGAR LAND,TX,77498.0,6,,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481576722002042.0,a25f6ec7-1718-434f-8bdd-eca060fa6de5,2010.0
4337,SUNRISE,FL,33322.0,1,20000.0,0,Owner,Condo,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120110602132005.0,db8c5339-024f-43a0-9105-2eda9703abb7,2010.0
4339,CAGUAS,PR,739.0,3,2600000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720252012003001.0,cf9ab3a9-e9de-4564-9988-71aba2f62923,2010.0
4339,VEGA BAJA,PR,693.0,4,27623.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,721455608011033.0,77b7ae10-1bd9-43f9-829d-0226d9d624aa,2010.0
4337,AVON PARK,FL,33825.0,1,16000.0,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120559801001020.0,394be053-b415-494e-8a04-2666c88af49f,2010.0
4337,MELBOURNE,FL,32904.0,2,,0,Owner,Mobile Home,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,120090646011042.0,35afc90d-0d12-4de6-a9ea-75d8ed77e26d,2010.0
4611,HAMMOND,LA,70403.0,2,45000.0,0,Owner,Mobile Home,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,221059541052009.0,13cf30e4-ad10-45f4-a9bd-2c619a4bd531,2020.0
4611,GRETNA,LA,70056.0,1,25000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,1,1061.0,0,,0,,0,,,,,,1.0,0,,220510252024001.0,2928c578-8548-42c4-bee5-cb709aa1c4b8,2020.0
4337,FORT PIERCE,FL,34982.0,3,6000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121113806001005.0,c101e6a8-b5aa-4b09-bdab-647558864927,2010.0
4611,NEW ORLEANS,LA,70122.0,3,77500.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,1,1061.0,0,,0,,0,,,,,,1.0,1,907.51,220710138002034.0,a15a3232-34ec-4fea-9f0b-adb09501570e,2020.0
4339,CANOVANAS,PR,729.0,2,19440.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720291005041011.0,111d813e-d47e-4adf-888c-5b02a1547d56,2010.0
4339,BAYAMON,PR,956.0,4,11000.0,0,Owner,House/Duplex,0,0,1,11747.94,1.0,0,0.0,,0,0,,1,3808.0,1,0,1,1486.0,1,11747.94,0,,0,,,,,,1.0,1,998.72,720210323022002.0,04cd1248-33d4-4362-b302-598a626b1c63,2010.0
4332,WEBSTER,TX,77598.0,1,24000.0,0,Renter,Apartment,0,1,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482013410002008.0,5789721d-c257-4be7-a7f8-371d33e31dc7,2010.0
4337,MIAMI,FL,33196.0,2,8640.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860180001001.0,184fd900-b42f-4cdd-b878-e93c9c7f499a,2010.0
4339,BAYAMON,PR,956.0,2,52000.0,0,Owner,House/Duplex,0,0,1,92.08,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,219.0,720210316211022.0,cbe30519-d407-4010-acfd-a0c71c2858cf,2010.0
4337,MIAMI,FL,33125.0,1,8820.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860051021011.0,62d7c792-f1b1-42e4-9949-08cd353b9e53,2010.0
4339,BARRANQUITAS,PR,794.0,2,19464.0,1,Owner,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720199522011009.0,455b8003-e55e-48c6-b821-6d98781a26a3,2010.0
